category,title,url
สถานที่ การท่องเที่ยว และกีฬา,ผลการสำรวจความพึงพอใจด้านรถโดยสารสาธารณะ ของนักท่องเที่ยวชาวต่างประเทศที่เดินทางท่องเที่ยวในประเทศไทย,https://data.go.th/DatasetDetail.aspx?id=16e60456-cc98-42ea-ac70-aff49aba9a1c
สถานที่ การท่องเที่ยว และกีฬา,ผลการสำรวจความพึงพอใจด้านตัวแทนนำเที่ยว ของนักท่องเที่ยวชาวต่างประเทศที่เดินทางท่องเที่ยวในประเทศไทย,https://data.go.th/DatasetDetail.aspx?id=88e3abfc-072a-4d77-98fd-5b782163180e
กฎหมาย ศาล และอาชญากรรม,ข้อหารือการพิจารณาดำเนินคดีเปรียบเทียบปรับ กรณีมีน้ำไหลล้นออกจากบ่อพักน้ำเสียของโรงงาน,https://data.go.th/DatasetDetail.aspx?id=a68035d7-e14d-4686-a7ec-baa3b4e789d8
ศาสนา ศิลปะ และวัฒนธรรม,นามสงเคราะห์ผู้ประกอบการเกี่ยวกับผ้าไทย,https://data.go.th/DatasetDetail.aspx?id=3de16d50-199c-433d-9e5a-144e8234e150
คมนาคม และโลจิสติกส์,สถิติการขนส่งทางอากาศของท่าอากาศยานสังกัดเอกชน ประจำปี 2014,https://data.go.th/DatasetDetail.aspx?id=a79b6ebd-025c-4b16-bfed-f60f445c4b84
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดหนองบัวลำภู,https://data.go.th/DatasetDetail.aspx?id=a023d620-6750-48b5-b731-15f89f6355ff
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดสมุทรสงคราม,https://data.go.th/DatasetDetail.aspx?id=5613b321-8c17-4b45-ac27-2557fbe1a305
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,ปริมาณการจำหน่ายรายจังหวัด น้ำมันแก๊สโซฮอล์ 91,https://data.go.th/DatasetDetail.aspx?id=8d5eea2f-57c4-40b1-8c42-650561efcd3e
เศรษฐกิจ การเงิน และอุตสาหกรรม,การโอนเงินผ่านระบบบาทเนต จำแนกตามประเภทธุรกรรม ปี ม.ค. 2543  -  ก.ค. 2553,https://data.go.th/DatasetDetail.aspx?id=ce3464cf-539f-442a-b8d5-095810466f3d
สังคมและสวัสดิการ,สรุปข้อมูลด้านการป้องกันและบรรเทาสาธารณภัย,https://data.go.th/DatasetDetail.aspx?id=b560b703-6bd4-4be7-98a7-290d40a50ef3
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,ปริมาณการจำหน่ายรายจังหวัด น้ำมันแก๊สโซฮอล์ 95,https://data.go.th/DatasetDetail.aspx?id=985c7009-e6b6-4815-b85b-a53cc4667498
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดชัยภูมิ,https://data.go.th/DatasetDetail.aspx?id=b4e94d78-90e0-41fa-9f8a-18889fd66dca
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดเพชรบูรณ์,https://data.go.th/DatasetDetail.aspx?id=356974ef-9064-4d9e-959e-253e95ef7fde
เกษตรกรรม และชลประทาน,รายชื่อมาตรฐานสินค้าเกษตร,https://data.go.th/DatasetDetail.aspx?id=45e3de1d-33b9-4b93-b79c-65274fb24616
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,การจัดสรรค่าภาคหลวง,https://data.go.th/DatasetDetail.aspx?id=f8852635-c4d7-4045-89bf-65b3abfc29e7
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดปราจีนบุรี,https://data.go.th/DatasetDetail.aspx?id=f7e71b9c-0e4c-4506-8f3b-092c434749d8
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดสงขลา,https://data.go.th/DatasetDetail.aspx?id=46da156f-64ad-4350-b1c9-09fa29c27361
ศาสนา ศิลปะ และวัฒนธรรม,ทำเนียบนามสำนักงานวัฒนธรรมจังหวัด,https://data.go.th/DatasetDetail.aspx?id=05498f2b-9f89-4de6-b95d-5d5d5bcd1748
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานรายชื่อและราคาของผู้ที่เข้าเสนอราคาประกวดราคาอิเล็กทรอนิกส์ (e-bidding)(กันยายน),https://data.go.th/DatasetDetail.aspx?id=1370845c-e57a-4014-9d26-d4cc76e9d9dc
งบประมาณ และการใช้จ่ายของภาครัฐ,ผลการเบิกจ่ายงบประมาณของสำนักงาน ป.ป.ท.,https://data.go.th/DatasetDetail.aspx?id=f128d49a-7d1c-4f5e-860d-ec80f12843b5
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานการจัดซื้อจัดจ้างของหน่วยงานภาครัฐ แยกเป็นรายเดือน เม.ย.58,https://data.go.th/DatasetDetail.aspx?id=b5d3feeb-e73a-4b85-8c65-1da4914b1180
กฎหมาย ศาล และอาชญากรรม,ข้อหารือการศึกษาวิจัยการดำเนินงานโครงการนำร่องการจัดการขยะชุมชน,https://data.go.th/DatasetDetail.aspx?id=0de0f583-db0e-44e8-a77a-465bbf0808dd
เศรษฐกิจ การเงิน และอุตสาหกรรม,เงินฝากและสินเชื่อของสาขาธนาคารพาณิชย์ในภาคเหนือ (ก.ค.2548 - ก.พ.2555),https://data.go.th/DatasetDetail.aspx?id=e0b6752c-59bc-4d1a-984f-cbae0f791f6a
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดเชียงใหม่,https://data.go.th/DatasetDetail.aspx?id=0165cf6a-f01f-47cd-ba4d-a8714d775198
สังคมและสวัสดิการ,สรุปข้อมูลด้านสังคม,https://data.go.th/DatasetDetail.aspx?id=1fd7c776-6b87-45af-8397-bc9f8fb37767
คมนาคม และโลจิสติกส์,สถิติขนส่งทางอากาศปริมาณการจราจรทางอากาศของสายการบินต้นทุนต่ำปี 2558,https://data.go.th/DatasetDetail.aspx?id=4b804e52-b5cb-45ce-843a-f075bee6e0ae
สถานที่ การท่องเที่ยว และกีฬา,ข้อมูลจุดผ่านแดนระหว่างไทยกับประเทศเพื่อนบ้าน,https://data.go.th/DatasetDetail.aspx?id=90174e2c-705d-4574-992e-76c2c99b612f
สาธารณสุข,รายงานที่ตั้งงานการแพทย์ฉุกเฉินจังหวัด,https://data.go.th/DatasetDetail.aspx?id=658acfce-a92a-44e1-aceb-e574dfe3a200
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดจันทบุรี,https://data.go.th/DatasetDetail.aspx?id=06a9b7a1-c4c9-4c98-9c16-1757e4e2c4a6
ศาสนา ศิลปะ และวัฒนธรรม,ข้อมูลศาลเจ้าโรงเจในพื้นที่ 5 จังหวัดชายแดนภาคใต้.,https://data.go.th/DatasetDetail.aspx?id=0898c901-7bb8-48a1-a91a-0e952cba5706
เศรษฐกิจ การเงิน และอุตสาหกรรม,สรุปผลการดำเนินการ 6 เดือน ประจำปีงบประมาณ พ.ศ. 2558,https://data.go.th/DatasetDetail.aspx?id=102be6ac-7ead-4b8e-90a6-12d21a2bc99d
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดสุราษฎร์ธานี,https://data.go.th/DatasetDetail.aspx?id=5d08275c-412e-4315-a632-15b1fb4334ad
คมนาคม และโลจิสติกส์,สถิติขนส่งทางอากาศปริมาณการจราจรทางอากาศรวมปี 2548,https://data.go.th/DatasetDetail.aspx?id=3ecc71ff-bdb5-422e-a60a-411a620bfad9
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดสระบุรี,https://data.go.th/DatasetDetail.aspx?id=5ac25d55-d1b4-4cf6-b33e-f918814155eb
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดบุรีรัมย์,https://data.go.th/DatasetDetail.aspx?id=0b3f69b5-577f-49ba-9fef-afd50ac490d0
การเมือง และการปกครอง,ข้อมูลมติคณะรัฐมนตรี,https://data.go.th/DatasetDetail.aspx?id=3ac7c6a8-25da-456b-b867-64b50600c93e
สังคมและสวัสดิการ,จำนวนคนงานไทยที่ลงทะเบียนแจ้งความประสงค์เดินทางไปทำงานต่างประเทศ จำแนกตามจังหวัด ทั่วราชอาณาจักร  ปี 2558,https://data.go.th/DatasetDetail.aspx?id=f7553aa9-c72d-410c-b780-b896f72b9118
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,โครงการ พัฒนาเกณฑ์และทดสอบเกณฑ์การผลิตที่เป็นมิตรกับสิ่งแวดล้อม มาตรฐานผลิตภัณฑ์ OTOP  2557,https://data.go.th/DatasetDetail.aspx?id=fa51ce30-015f-4056-8eff-e1c8b9bc968b
การเมือง และการปกครอง,ข้อมูลรายชื่อองค์กรปกครองส่วนท้องถิ่นที่ได้รับรางวัลการบริหารจัดการที่ดี,https://data.go.th/DatasetDetail.aspx?id=cd9b573d-3162-47d2-acec-768fc22b2516
สถานที่ การท่องเที่ยว และกีฬา,รายชื่อศูนย์พัฒนาครอบครัวในชุมชน เกณฑ์ดี ประจำปี 2554-2557,https://data.go.th/DatasetDetail.aspx?id=c581df60-5dba-4b80-99e6-555ade0c6a3e
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,รายงานด้านทรัพยากร,https://data.go.th/DatasetDetail.aspx?id=5611a231-bc4f-4950-92e2-56f5abbfd482
เศรษฐกิจ การเงิน และอุตสาหกรรม,เงินรับฝากและเงินให้สินเชื่อจำแนกตามจังหวัดในภาคเหนือ (ม.ค. 2556 - ก.ค. 2557),https://data.go.th/DatasetDetail.aspx?id=c8a6d338-53bd-47ff-9662-f47457550593
สถานที่ การท่องเที่ยว และกีฬา,ชื่ออำเภอในประเทศไทย (อักษรไทยและอักษรโรมัน),https://data.go.th/DatasetDetail.aspx?id=f9a9a9dd-d23d-4b86-89ae-e34820d4f3dc
กฎหมาย ศาล และอาชญากรรม,ข้อมูลสถิติการคุมประพฤติคดีเมาแล้วขับช่วงเทศกาลปีใหม่ตั้งแต่ พ.ศ. 2549 - พ.ศ 2559,https://data.go.th/DatasetDetail.aspx?id=b76304e9-0c8b-422c-888c-01f38ed940d3
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดพิษณุโลก,https://data.go.th/DatasetDetail.aspx?id=32ded4f4-3443-49c2-9dff-0a705cf336fd
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดมุกดาหาร,https://data.go.th/DatasetDetail.aspx?id=0e77f756-b9c5-487e-8122-1ee85cac334c
เกษตรกรรม และชลประทาน,จำนวนสหกรณ์สมาชิกสหกรณ์รายจังหวัด,https://data.go.th/DatasetDetail.aspx?id=cdda44a6-9943-4b57-bd31-7dd75c1c4f4a
สังคมและสวัสดิการ,จำนวนเรื่องร้องทุกข์ที่ประชาชนแจ้งเรื่องผ่านช่องทาง 1111,https://data.go.th/DatasetDetail.aspx?id=29e549e2-1899-4930-a3b0-451297835104
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดสุราษธานี,https://data.go.th/DatasetDetail.aspx?id=fa9895f7-b0b6-4f85-ba95-8d29ee098c22
เศรษฐกิจ การเงิน และอุตสาหกรรม,มูลค่าการใช้บัตรพลาสติกเพื่อการชำระเงิน ปีม.ค. 2553 - มี.ค. 2558,https://data.go.th/DatasetDetail.aspx?id=0b0745da-01d1-4f38-b7f0-b83069d5cb30
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดนครปฐม,https://data.go.th/DatasetDetail.aspx?id=d7144247-624c-468f-bbb9-1d443424f3c6
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,ปริมาณการจำหน่ายรายจังหวัด น้ำมันแก๊สโซฮอล์ อี 20,https://data.go.th/DatasetDetail.aspx?id=e60d3f4e-a42e-4393-bf43-48a7b7904816
แผนที่,ชุดข้อมูลพิกัดสำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,https://data.go.th/DatasetDetail.aspx?id=9fc2153c-f316-4e54-9e02-9bb786b445f2
เศรษฐกิจ การเงิน และอุตสาหกรรม,จำนวนเหรียญกษาปณ์หมุนเวียนในระบบเศรษฐกิจ ปีงบประมาณ 2558,https://data.go.th/DatasetDetail.aspx?id=a1d61dcf-a506-4749-8e61-23c9369f92a2
เกษตรกรรม และชลประทาน,ประกาศรับสมัครงาน,https://data.go.th/DatasetDetail.aspx?id=5e02c727-adaa-4fc8-800c-9e349ff22d84
คมนาคม และโลจิสติกส์,ตารางแสดงปริมาณการขนส่งสินค้า การขนส่งสินค้าภายในประเทศ และต้นทุนการขนส่งสินค้า,https://data.go.th/DatasetDetail.aspx?id=a169b1d8-a258-4880-8a2c-e7731b851237
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดเพชรบูรณ์,https://data.go.th/DatasetDetail.aspx?id=393fd8c6-b4d8-4495-8ffc-100c0847b1d7
เกษตรกรรม และชลประทาน,ข้อมูลรายชื่อพืชระบบสารสนเทศผลผลิตทางด้านการเกษตร กรมส่งเสริมการเกษตร,https://data.go.th/DatasetDetail.aspx?id=a723b2ae-6a97-4c13-80ab-2baa86a3403d
สถานที่ การท่องเที่ยว และกีฬา,ผลการสำรวจความพึงพอใจด้านการจับจ่ายซื้อสินค้า ของนักท่องเที่ยวชาวต่างประเทศที่เดินทางท่องเที่ยวในประเทศไทย,https://data.go.th/DatasetDetail.aspx?id=5a809407-fad9-4065-98a0-e5d267058b89
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดตรัง,https://data.go.th/DatasetDetail.aspx?id=59cb2dae-1cb8-407d-bf0e-22b02b70c8f6
เศรษฐกิจ การเงิน และอุตสาหกรรม,ข้อมูลโรงงาน จำพวกที่ 3 ในเขต กทม.,https://data.go.th/DatasetDetail.aspx?id=8a7aca52-f9ac-473b-8c29-fe0cf38f4e7b
เศรษฐกิจ การเงิน และอุตสาหกรรม,มูลค่าการโอนเงินผ่านระบบบาทเนต จำแนกตามประเภทธุรกิจ ปี ม.ค. 2543 - เม.ย. 2558,https://data.go.th/DatasetDetail.aspx?id=b5ccc35e-e4d9-4027-9cbf-ef1782f4eb72
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดนครพนม,https://data.go.th/DatasetDetail.aspx?id=5c4cb520-06c1-48b1-88df-0c5ead875c60
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานรายละเอียดผลการจัดซื้อจัดจ้าง เดือน มิถุนายน 2558,https://data.go.th/DatasetDetail.aspx?id=2e51a743-b528-4aed-b72f-0e7dd87e898c
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดขอนแก่น,https://data.go.th/DatasetDetail.aspx?id=f50fc464-4321-4966-9d2a-25dc204d5714
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดลพบุรี,https://data.go.th/DatasetDetail.aspx?id=45e56836-fab5-4a28-aea2-293e711eb5c1
สถานที่ การท่องเที่ยว และกีฬา,ผลการสำรวจความพึงพอใจด้านประชาชน ของนักท่องเที่ยวชาวต่างประเทศที่เดินทางท่องเที่ยวในประเทศไทย,https://data.go.th/DatasetDetail.aspx?id=987320b0-f57a-4b3c-8b53-6f429a16b6df
การเมือง และการปกครอง,พระปรมาภิไธย พระนามาภิไธย และพระนาม พระบาทสมเด็จพระเจ้าอยู่หัว สมเด็จพระนางเจ้า ฯ พระบรมราชินีนาถ และพระบรมวงศานุวงศ์,https://data.go.th/DatasetDetail.aspx?id=c0b1cc11-45ff-40e0-989b-88d349cccf5d
สถานที่ การท่องเที่ยว และกีฬา,ผลการสำรวจความพึงพอใจด้านบริการเพื่อสุขภาพ ของนักท่องเที่ยวชาวต่างประเทศที่เดินทางท่องเที่ยวในประเทศไทย,https://data.go.th/DatasetDetail.aspx?id=e2cb09e3-7967-48eb-930d-ab9538762be3
เศรษฐกิจ การเงิน และอุตสาหกรรม,สรุปผลการดำเนินการ 12 เดือน ประจำปีงบประมาณ พ.ศ. 2557,https://data.go.th/DatasetDetail.aspx?id=5dc6d2ab-484c-44c0-ace6-ba23144d456e
กฎหมาย ศาล และอาชญากรรม,ระเบียบสำนักนายรัฐมนตรีว่าด้วยการสนับสนุนการปฏิบัติงานติดตามคนหายและพิสูจน์ศพนิรนาม พ.ศ. ๒๕๕๘,https://data.go.th/DatasetDetail.aspx?id=d23f9355-085e-4875-86db-be27ceb6bd71
กฎหมาย ศาล และอาชญากรรม,กฎกระทรวงแบ่งส่วนราชการสถาบันนิติวิทยาศาสตร์,https://data.go.th/DatasetDetail.aspx?id=67166a63-e794-49ec-a403-36c4e36a59ee
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,รายงานดุลยภาพพลังงานของประเทศไทย ปี 2557 (Energy Balance of Thailand 2014),https://data.go.th/DatasetDetail.aspx?id=81168ba6-3a8c-443e-9ba8-4c9130d4356f
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพนครนายก,https://data.go.th/DatasetDetail.aspx?id=0b0f96f2-8275-48d5-a485-227ed0f4bb44
เศรษฐกิจ การเงิน และอุตสาหกรรม,ยอดคงค้างเงินให้สินเชื่อของธนาคารพาณิชย์ในภาคเหนือแยกตามประเภทธุรกิจ (2553  - 2555),https://data.go.th/DatasetDetail.aspx?id=e552091e-c532-4709-8c9e-7add805ae94e
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดนครราชสีมา,https://data.go.th/DatasetDetail.aspx?id=5e8dc92e-9a3a-46a4-8fc1-3941a66920d1
เศรษฐกิจ การเงิน และอุตสาหกรรม,สรุปจำนวนการรับร้องเรียนของประชาชน จำแนกตามช่องทางการร้องเรียน ปีงบประมาณ 2558,https://data.go.th/DatasetDetail.aspx?id=f2250fa4-28cd-4cbd-af1a-8db0214393cd
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดสิงห์บุรี,https://data.go.th/DatasetDetail.aspx?id=76cb87a7-7486-470a-8754-4696527f5a2c
การเมือง และการปกครอง,รายชื่อส่วนราชการจำแนกตามกระทรวง - กรม,https://data.go.th/DatasetDetail.aspx?id=7b6caae5-a4ec-48be-b91b-62ada55c666e
เศรษฐกิจ การเงิน และอุตสาหกรรม,ข้อมูลโรงงาน จำพวกที่ 3 ในเขต กทม. เดือนมกราคม พ.ศ.2559,https://data.go.th/DatasetDetail.aspx?id=eacaddb7-6de2-4ef8-bf44-ab524686ddff
เศรษฐกิจ การเงิน และอุตสาหกรรม,สรุปจำนวนการรับร้องเรียนของประชาชน จำแนกตามช่องทางการร้องเรียน ปีงบประมาณ 2556,https://data.go.th/DatasetDetail.aspx?id=6d9bdd6d-1dc1-4195-aaac-7bf7e6c9b85f
คมนาคม และโลจิสติกส์,ตารางจำนวนผู้โดยสารและเที่ยวเรือโดยสาร เรือคลองแสนแสบ  ปี 2548 – 2557,https://data.go.th/DatasetDetail.aspx?id=bc0adbda-591c-4481-86e7-bc3f78101a92
สาธารณสุข,รายงานที่ตั้งศูนย์รับแจ้งเหตุและสั่งการจังหวัด,https://data.go.th/DatasetDetail.aspx?id=484ace30-d882-4e8b-a78b-9914e7d79493
เศรษฐกิจ การเงิน และอุตสาหกรรม,สถิติส่งเสริมการลงทุน,https://data.go.th/DatasetDetail.aspx?id=45f2abc4-0292-47eb-9fc0-e57221842804
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดตรัง,https://data.go.th/DatasetDetail.aspx?id=f044f0d2-0d61-4be1-aa48-110896289a85
สถานที่ การท่องเที่ยว และกีฬา,รายงานด้านการประมาณการ,https://data.go.th/DatasetDetail.aspx?id=d2be2f02-0cd8-4419-afbe-18c3431339ad
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานการจัดซื้อจัดจ้างของหน่วยงานภาครัฐ แยกเป็นรายเดือน(กรณีพิเศษ),https://data.go.th/DatasetDetail.aspx?id=76284b28-2baa-42c7-97b4-2b084de9dfba
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,รายงานด้านสิ่งแวดล้อม,https://data.go.th/DatasetDetail.aspx?id=0d2e41df-5b0d-4bb0-aa1c-31f8b4001664
เศรษฐกิจ การเงิน และอุตสาหกรรม,การผลิตเหรียญกษาปณ์หมุนเวียน ประจำเดือนกันยายน  2558   ปีงบประมาณ 2558,https://data.go.th/DatasetDetail.aspx?id=5105d689-aa19-4dcd-a6d0-44f9df5148ef
เศรษฐกิจ การเงิน และอุตสาหกรรม,Banner SET,https://data.go.th/DatasetDetail.aspx?id=8cc56545-5575-4cc7-a8f8-854373ea933b
คมนาคม และโลจิสติกส์,สถิติขนส่งทางอากาศปริมาณการจราจรทางอากาศรวมปี 2549,https://data.go.th/DatasetDetail.aspx?id=50c4cef9-dfee-44f2-b91a-09f4cb2edbc2
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานด้านเศรษฐกิจ ปี 2550 - 2553,https://data.go.th/DatasetDetail.aspx?id=7d651e60-2dd0-4e88-894e-25cac0b1186c
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดมหาสารคาม,https://data.go.th/DatasetDetail.aspx?id=f651973d-140c-4ad6-9c94-26a45b442074
คมนาคม และโลจิสติกส์,สถิติขนส่งทางอากาศปริมาณการจราจรทางอากาศของสายการบินต้นทุนต่ำปี 2547,https://data.go.th/DatasetDetail.aspx?id=50fae014-753a-4caf-92b2-a485bd1688de
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,Mineral Production of Thailand (2011-2015) for the period of January - March 2015,https://data.go.th/DatasetDetail.aspx?id=42463cca-a264-4615-be32-ee411eb9c7e0
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดขอนแก่น,https://data.go.th/DatasetDetail.aspx?id=34bd7b06-518b-4046-a402-28b425999fb2
งบประมาณ และการใช้จ่ายของภาครัฐ,ประมาณการรายได้ และผลการจัดเก็บรายได้ ปีงบประมาณ 2558,https://data.go.th/DatasetDetail.aspx?id=cf4f29ce-5ebe-43b8-8c09-7352830f2f5e
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,รายงานด้านความปลอดภัย,https://data.go.th/DatasetDetail.aspx?id=70147906-0ae7-4d51-962f-f015bd9f063a
เศรษฐกิจ การเงิน และอุตสาหกรรม,มูลค่าการโอนเงินผ่านระบบบาทเนต จำแนกตามสถาบันผู้สั่งโอน ปี ม.ค. 2543 - เม.ย. 2558,https://data.go.th/DatasetDetail.aspx?id=07d84789-7afa-4002-be10-d138a93016f3
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานสรุปการจัดซื้อจัดจ้างของหน่วยงานภาครัฐ ประจำเดือนมีนาคม พ.ศ.2559,https://data.go.th/DatasetDetail.aspx?id=ca1d0305-fc75-4b5a-b878-1812032d7429
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานการจัดซื้อจัดจ้างของหน่วยงานภาครัฐ แยกเป็นรายเดือน(จ้างที่ปรึกษาคัดเลือก),https://data.go.th/DatasetDetail.aspx?id=f07872a6-f0a3-42d2-ab0f-92dac6c011a3
คมนาคม และโลจิสติกส์,สถิติขนส่งทางอากาศปริมาณการจราจรทางอากาศรวมปี 2558,https://data.go.th/DatasetDetail.aspx?id=ea201d67-31e3-4cfe-8103-d4902bcb9e95
คมนาคม และโลจิสติกส์,ข้อมูลด้านโครงสร้างพื้นฐานและสาธารณูปโภค องค์กรปกครองส่วนท้องถิ่น,https://data.go.th/DatasetDetail.aspx?id=c44045c1-9356-4b90-ae67-fe875449801d
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,โครงการนำร่องการศึกษาการพัฒนาน้ำบาดาลเพื่อการเกษตร 53,https://data.go.th/DatasetDetail.aspx?id=553da118-98e1-465c-8940-0fc31ff351c8
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดแพร่,https://data.go.th/DatasetDetail.aspx?id=9fafcf88-13dd-4b87-a235-1ab553f148ca
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานรายชื่อและราคาของผู้ที่เข้าเสนอราคา (ตลาดอิเล็กทรอนิกส์ (e-market)),https://data.go.th/DatasetDetail.aspx?id=4d14ebc4-9477-4029-9eaf-5e76b425d106
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,ข้อมูลพืชในประเทศไทยเรียงตามวงศ์,https://data.go.th/DatasetDetail.aspx?id=7e9d7d49-8db2-47ac-822c-66cf8e3e53b7
สังคมและสวัสดิการ,ข้อมูลจำนวนฎีกา,https://data.go.th/DatasetDetail.aspx?id=d0b87377-93d6-4db1-a8a0-f135ea526696
เศรษฐกิจ การเงิน และอุตสาหกรรม,รายงานด้านเศรษฐกิจ ปี 2555 - 2558,https://data.go.th/DatasetDetail.aspx?id=d302d807-2ebe-4e81-9b23-cf64142d83eb
สาธารณสุข,ข้อมูลหน่วยงานบริการสุขภาพจังหวัดแม่ฮ่องสอน,https://data.go.th/DatasetDetail.aspx?id=0c7f354b-e067-4578-87e3-3f92abaf5d13
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานรายชื่อและราคาของผู้ที่เข้าเสนอราคา (จ้างออกแบบและควบคุมงานโดยวิธีคัดเลือก),https://data.go.th/DatasetDetail.aspx?id=7a162ca0-f4d8-492f-92e0-4821faea00c7
คมนาคม และโลจิสติกส์,จำนวนใบอนุญาตขับรถ และใบอนุญาตผู้ประจำรถสะสม 30 พฤศจิกายน 2558,https://data.go.th/DatasetDetail.aspx?id=e4c0ad12-181d-4601-8674-7ed2e4d7ad81
ศาสนา ศิลปะ และวัฒนธรรม,เบอร์โทรศัพท์สำนักงานพระพุทธศาสนาจังหวัด,https://data.go.th/DatasetDetail.aspx?id=215f2252-ea3b-4635-a91e-05161598a7ac
สถานที่ การท่องเที่ยว และกีฬา,ผลการสำรวจความพึงพอใจด้านการให้บริการโทรศัพท์ไปต่างประเทศ ของนักท่องเที่ยวชาวต่างประเทศที่เดินทางท่องเที่ยวในประเทศไทย,https://data.go.th/DatasetDetail.aspx?id=2ea677a1-6783-4b42-99bc-475c9701622e
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานการจัดซื้อจัดจ้างของหน่วยงานภาครัฐ แยกเป็นรายเดือน มิ.ย.58,https://data.go.th/DatasetDetail.aspx?id=1cfeb23d-4a0a-4ae4-96ca-58aa18096a80
กฎหมาย ศาล และอาชญากรรม,ข้อมูลกฎหมายของกระทรวงมหาดไทย,https://data.go.th/DatasetDetail.aspx?id=3898bedb-4db0-4ce1-a659-960164033794
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานรายชื่อและราคาของผู้ที่เข้าเสนอราคาสอบราคา(กันยายน),https://data.go.th/DatasetDetail.aspx?id=362262b2-ffed-4a21-b4f2-c932a42f4fb1
ศาสนา ศิลปะ และวัฒนธรรม,รายงานทะเบียนวัดจังหวัดเชียงราย,https://data.go.th/DatasetDetail.aspx?id=47d0b2b3-9062-4bea-818c-1c8c1068832f
พลังงาน ทรัพยากรธรรมชาติ และสิ่งแวดล้อม,ข้อมูลปริมาณสำรอง,https://data.go.th/DatasetDetail.aspx?id=319b7516-ab26-4e40-9e19-657c8fcfa9c6
งบประมาณ และการใช้จ่ายของภาครัฐ,รายงานรายชื่อและราคาของผู้ที่เข้าเสนอราคา (ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)),https://data.go.th/DatasetDetail.aspx?id=2958d8f0-afa3-4948-a40e-69789e7e6e79
